biome,temperature_min,temperature_max,humidity_min,humidity_max,continentalness_min,continentalness_max,erosion_min,erosion_max,weirdness_min,weirdness_max,depth_min,depth_max,offset
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,0.3,1.0,-0.78,-0.375,-0.4,-0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,0.55,0.845,-0.35,-0.1,0.3,1.0,-0.78,-0.375,-0.4,-0.26666668,-0.005,0.0,0.0
minecraft:snowy_taiga,-0.15,0.55,0.1,0.5650000000000001,0.3,1.0,-0.375,-0.2225,-0.4,-0.05,-0.005,0.0,0.0
minecraft:snowy_plains,-0.73,0.55,-0.35,0.1,0.3,1.0,-0.375,-0.2225,-0.4,-0.05,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.1,0.5650000000000001,0.3,0.62,-0.2225,0.05,-0.4,-0.05,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,0.3,0.62,-0.2225,0.4,-0.4,-0.05,-0.005,0.0,0.0
minecraft:snowy_beach,-1.0,1.0,-1.0,1.0,-0.2,-0.11,-0.2225,1.0,-0.26666668,-0.05,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-0.35,-0.1,-0.11,0.03,-1.0,-0.375,-0.26666668,-0.05,-0.005,0.0,0.0
minecraft:snowy_plains,-1.0,0.55,-0.1,0.1,-0.11,0.03,-1.0,0.5650000000000001,-0.26666668,-0.05,-0.005,0.0,0.0
minecraft:snowy_plains,-0.73,0.55,-1.0,-0.35,-0.11,0.03,-1.0,-0.375,-0.26666668,-0.05,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,-0.11,0.03,-1.0,-0.375,-0.26666668,-0.05,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,0.1,0.3,-0.11,0.03,-1.0,-0.375,-0.26666668,-0.05,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,0.03,0.3,-1.0,-0.375,-0.26666668,-0.05,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,0.3,0.03,0.3,-1.0,-0.375,-0.26666668,-0.05,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-1.0,0.55,-0.1,0.1,0.3,1.0,-1.0,-0.78,-0.26666668,-0.19,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.1,0.5650000000000001,0.3,1.0,-1.0,-0.375,-0.26666668,0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,0.3,1.0,-1.0,-0.78,-0.26666668,-0.19,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.73,0.55,0.1,1.0,0.3,1.0,-1.0,-0.78,-0.26666668,-0.19,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-1.0,-0.585,0.3,1.0,-1.0,-0.78,-0.26666668,-0.19,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,0.55,0.845,-0.35,-0.1,0.3,1.0,-1.0,-0.78,-0.26666668,-0.19,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.3,1.0,0.3,1.0,-1.0,-0.78,-0.26666668,-0.19,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,0.3,1.0,-1.0,-0.78,-0.26666668,-0.19,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.1,1.0,0.3,1.0,-1.0,-0.78,-0.26666668,-0.19,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,0.3,1.0,-0.78,-0.375,-0.26666668,-0.05,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,0.3,0.3,1.0,-0.78,-0.375,-0.26666668,-0.05,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,0.3,0.62,-1.0,-0.375,-0.19,-0.05,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,0.3,0.3,0.62,-1.0,-0.375,-0.19,-0.05,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-1.0,0.55,-0.1,0.1,0.62,1.0,-1.0,-0.78,-0.19,-0.05,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,0.62,1.0,-1.0,-0.78,-0.19,-0.05,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.73,0.55,0.1,1.0,0.62,1.0,-1.0,-0.78,-0.19,-0.05,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-1.0,-0.585,0.62,1.0,-1.0,-0.78,-0.19,-0.05,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,0.55,0.845,-0.35,-0.1,0.62,1.0,-1.0,-0.78,-0.19,-0.05,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.3,1.0,0.62,1.0,-1.0,-0.78,-0.19,-0.05,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,0.62,1.0,-1.0,-0.78,-0.19,-0.05,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.1,1.0,0.62,1.0,-1.0,-0.78,-0.19,-0.05,-0.005,0.0,0.0
minecraft:frozen_river,-1.0,0.55,-1.0,1.0,-0.2,-0.11,-1.0,1.0,-0.05,0.05,-0.005,0.0,0.0
minecraft:frozen_river,-1.0,0.55,-1.0,1.0,-0.11,0.03,-1.0,0.5650000000000001,-0.05,0.05,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.35,0.03,1.0,-1.0,-0.375,-0.05,1.0,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-0.35,-0.1,0.03,1.0,-1.0,-0.375,-0.05,0.05,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,0.03,1.0,-1.0,-0.375,-0.05,0.05,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,0.03,1.0,-1.0,-0.375,-0.05,0.05,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,0.03,1.0,-1.0,-0.375,-0.05,0.05,-0.005,0.0,0.0
minecraft:frozen_river,-1.0,0.55,-1.0,1.0,0.03,0.62,-0.375,0.4,-0.05,0.05,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.1,0.03,1.0,0.4,0.5650000000000001,-0.05,1.0,-0.005,0.0,0.0
minecraft:frozen_river,-1.0,0.55,-1.0,1.0,0.62,1.0,-0.375,-0.2225,-0.05,0.05,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.1,0.62,1.0,0.05,0.5650000000000001,-0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/ironwinter_hollow,0.2,0.55,-0.1,1.0,0.62,1.0,0.05,0.33,-0.05,1.0,-0.005,0.0,0.0
minecraft:ice_spikes,-0.73,-0.45,-1.0,-0.35,0.62,1.0,0.05,0.33,-0.05,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,0.62,1.0,0.05,0.4,-0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/ironwinter_hollow,0.55,1.0,0.5650000000000001,1.0,0.62,1.0,0.05,0.33,-0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,0.62,1.0,0.33,0.4,-0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-1.0,0.2,-1.0,-0.35,0.62,1.0,0.33,0.4,-0.05,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.55,-1.0,1.0,-0.2,-0.11,-1.0,-0.78,0.05,1.0,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.35,-0.2,1.0,-0.78,-0.375,0.05,0.56666666,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-0.35,-0.1,-0.2,-0.11,-0.78,-0.375,0.05,0.56666666,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,-0.2,-0.11,-0.78,-0.375,0.05,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.1,0.5650000000000001,-0.2,1.0,-0.78,-0.375,0.05,0.56666666,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-1.0,-0.1,-0.2,-0.11,-0.78,-0.375,0.05,0.56666666,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,0.3,-0.2,-0.11,-0.78,-0.375,0.05,0.56666666,-0.005,0.0,0.0
minecraft:snowy_beach,-1.0,1.0,-1.0,1.0,-0.2,-0.11,-0.375,0.4,0.05,0.26666668,-0.005,0.0,0.0
minecraft:snowy_beach,-1.0,1.0,-1.0,1.0,-0.2,-0.11,0.5650000000000001,1.0,0.05,0.26666668,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.35,-0.11,1.0,-1.0,-0.375,0.05,1.0,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-0.35,-0.1,-0.11,0.03,-1.0,-0.375,0.05,0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,-0.11,0.03,-1.0,-0.375,0.05,0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,-0.11,0.03,-1.0,-0.375,0.05,0.26666668,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,-0.11,0.03,-1.0,-0.375,0.05,0.26666668,-0.005,0.0,0.0
minecraft:ice_spikes,-1.0,-0.45,-1.0,-0.35,-0.11,0.03,-0.375,0.05,0.05,1.0,-0.005,0.0,0.0
minecraft:snowy_plains,-1.0,0.55,-0.35,0.1,-0.11,0.03,-0.375,0.05,0.05,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,-0.15,0.55,0.1,1.0,-0.11,0.03,-0.375,0.05,0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/destroyed_marsh,0.2,0.55,0.1,1.0,-0.11,0.03,-0.375,0.05,0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.45,0.2,-1.0,-0.585,-0.11,0.03,-0.375,0.05,0.05,1.0,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.1,-0.11,1.0,0.05,0.5650000000000001,0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,-0.11,0.03,0.05,0.5650000000000001,0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,-0.11,0.03,0.05,0.5650000000000001,0.05,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,-0.11,0.03,0.05,0.5650000000000001,0.05,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-0.35,-0.1,0.03,0.3,-1.0,-0.375,0.05,0.4,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,0.03,0.3,-1.0,-0.375,0.05,0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.1,0.5650000000000001,0.03,0.3,-1.0,0.05,0.05,0.4,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-1.0,-0.1,0.03,0.3,-1.0,-0.375,0.05,0.4,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,0.3,0.03,0.3,-1.0,-0.375,0.05,0.26666668,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.1,0.03,0.62,-0.375,0.5650000000000001,0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,0.03,0.3,-0.375,0.05,0.05,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,0.03,0.3,-0.375,0.4,0.05,0.56666666,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,0.03,0.3,-0.375,0.4,0.05,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/ironwinter_hollow,0.2,0.55,-0.1,1.0,0.03,1.0,0.05,0.33,0.05,1.0,-0.005,0.0,0.0
minecraft:ice_spikes,-0.73,-0.45,-1.0,-0.35,0.03,1.0,0.05,0.33,0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/ironwinter_hollow,0.55,1.0,0.5650000000000001,1.0,0.03,1.0,0.05,0.33,0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,0.03,1.0,0.33,0.4,0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-1.0,0.2,-1.0,-0.35,0.03,1.0,0.33,0.4,0.05,1.0,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-0.35,-0.1,0.3,1.0,-1.0,-0.375,0.05,0.26666668,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,0.3,0.62,-1.0,-0.375,0.05,0.19,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-1.0,-0.1,0.3,1.0,-1.0,-0.375,0.05,0.26666668,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,0.3,0.3,0.62,-1.0,-0.375,0.05,0.19,-0.005,0.0,0.0
minecraft:snowy_plains,-1.0,0.55,-0.1,0.1,0.3,1.0,-0.375,-0.2225,0.05,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,-0.15,0.55,0.1,0.5650000000000001,0.3,1.0,-0.375,-0.2225,0.05,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,0.1,0.3,0.3,0.62,-0.375,0.4,0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,0.3,0.62,-0.2225,0.05,0.05,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,0.3,0.62,-0.2225,0.4,0.05,0.4,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,0.3,0.62,-0.2225,0.4,0.05,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-1.0,0.55,-0.1,0.1,0.62,1.0,-1.0,-0.78,0.05,0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,0.62,1.0,-1.0,-0.78,0.05,0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.73,0.55,0.1,1.0,0.62,1.0,-1.0,-0.78,0.05,0.4,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-1.0,-0.585,0.62,1.0,-1.0,-0.78,0.05,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,0.55,0.845,-0.35,-0.1,0.62,1.0,-1.0,-0.78,0.05,0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/frostpine_grove,0.2,0.845,0.3,0.5650000000000001,0.62,1.0,-1.0,-0.78,0.05,0.26666668,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.5650000000000001,1.0,0.62,1.0,-1.0,-0.78,0.05,0.26666668,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,0.62,1.0,-1.0,-0.78,0.05,0.4,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,0.62,1.0,-0.78,-0.375,0.05,0.26666668,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,0.3,0.62,1.0,-0.78,-0.375,0.05,0.26666668,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.1,0.62,1.0,-0.375,-0.2225,0.05,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,0.1,0.3,0.62,1.0,-0.375,-0.2225,0.05,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-1.0,0.55,-0.1,0.1,0.3,1.0,-1.0,-0.78,0.19,0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,0.3,1.0,-1.0,-0.78,0.19,0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.73,0.55,0.1,1.0,0.3,1.0,-1.0,-0.78,0.19,0.4,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-1.0,-0.585,0.3,1.0,-1.0,-0.78,0.19,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,0.55,0.845,-0.35,-0.1,0.3,1.0,-1.0,-0.78,0.19,0.26666668,-0.005,0.0,0.0
the_winter_rescue:nature/frostpine_grove,0.2,0.845,0.3,0.5650000000000001,0.3,1.0,-1.0,-0.78,0.19,0.26666668,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.5650000000000001,1.0,0.3,1.0,-1.0,-0.78,0.19,0.26666668,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,0.3,1.0,-1.0,-0.78,0.19,0.4,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,0.3,1.0,-0.78,-0.375,0.19,0.26666668,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,0.3,0.3,1.0,-0.78,-0.375,0.19,0.26666668,-0.005,0.0,0.0
minecraft:snowy_beach,-1.0,1.0,-1.0,1.0,-0.2,-0.11,-0.375,-0.2225,0.26666668,0.4,-0.005,0.0,0.0
minecraft:ice_spikes,-1.0,-0.45,-1.0,-0.35,-0.2,0.03,-0.2225,0.05,0.26666668,1.0,-0.005,0.0,0.0
minecraft:snowy_plains,-1.0,0.55,-0.35,0.1,-0.2,0.03,-0.2225,0.05,0.26666668,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,-0.15,0.55,0.1,1.0,-0.2,0.03,-0.2225,0.05,0.26666668,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/destroyed_marsh,0.2,0.55,0.1,1.0,-0.2,0.03,-0.2225,0.05,0.26666668,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.45,0.2,-1.0,-0.585,-0.2,0.03,-0.2225,0.05,0.26666668,1.0,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.1,-0.2,1.0,0.05,0.4,0.26666668,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,-0.2,0.03,0.05,0.4,0.26666668,1.0,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,-0.2,1.0,0.05,0.4,0.26666668,1.0,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,-0.2,1.0,0.05,0.4,0.26666668,1.0,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.1,-0.2,-0.11,0.5650000000000001,1.0,0.26666668,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,-0.2,-0.11,0.5650000000000001,1.0,0.26666668,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,-0.2,-0.11,0.5650000000000001,1.0,0.26666668,0.4,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,-0.2,-0.11,0.5650000000000001,1.0,0.26666668,0.4,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-0.35,-0.1,-0.11,0.03,-1.0,-0.375,0.26666668,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-1.0,0.55,-0.1,0.1,-0.11,0.3,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.1,0.5650000000000001,-0.11,0.3,-1.0,-0.375,0.26666668,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,-0.11,0.3,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.15,-1.0,-0.1,-0.11,0.03,-1.0,-0.375,0.26666668,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.73,0.55,0.1,1.0,-0.11,0.03,-1.0,-0.78,0.26666668,0.56666666,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-1.0,-0.585,-0.11,0.03,-1.0,-0.78,0.26666668,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,0.55,0.845,-0.35,-0.1,-0.11,0.3,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/frostpine_grove,0.2,0.845,0.3,0.5650000000000001,-0.11,0.3,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
minecraft:grove,0.2,1.0,0.5650000000000001,1.0,-0.11,0.3,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,-0.11,0.03,-1.0,-0.78,0.26666668,0.56666666,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,-0.11,0.03,-0.78,-0.375,0.26666668,0.56666666,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,0.3,-0.11,0.03,-0.78,-0.375,0.26666668,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.73,0.55,0.1,1.0,0.03,1.0,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-1.0,-0.585,0.03,1.0,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,0.03,1.0,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,-0.1,0.1,0.03,0.3,-0.78,-0.375,0.26666668,0.4,-0.005,0.0,0.0
minecraft:grove,-0.15,0.55,0.1,0.3,0.03,0.3,-0.78,-0.375,0.26666668,0.4,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.2,-0.35,0.1,0.3,1.0,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
minecraft:grove,-0.45,0.2,0.1,1.0,0.3,1.0,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.45,-1.0,-0.1,0.3,1.0,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.73,0.55,-0.1,1.0,0.3,1.0,-1.0,-0.375,0.26666668,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.45,1.0,0.3,1.0,0.3,1.0,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.155,1.0,-0.1,1.0,0.3,1.0,-1.0,-0.78,0.26666668,0.4,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-1.0,0.55,-0.1,0.1,0.3,1.0,-0.78,-0.375,0.26666668,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,0.5650000000000001,1.0,0.3,1.0,-0.78,-0.375,0.26666668,0.56666666,-0.005,0.0,0.0
minecraft:ice_spikes,-1.0,-0.45,-1.0,-0.35,-0.2,0.03,-0.375,0.05,0.4,0.93333334,-0.005,0.0,0.0
minecraft:snowy_plains,-1.0,0.55,-0.35,0.1,-0.2,0.03,-0.375,0.05,0.4,0.93333334,-0.005,0.0,0.0
minecraft:snowy_taiga,-0.15,0.55,0.1,1.0,-0.2,0.03,-0.375,0.05,0.4,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/destroyed_marsh,0.2,0.55,0.1,1.0,-0.2,0.03,-0.375,0.05,0.4,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.45,0.2,-1.0,-0.585,-0.2,0.03,-0.375,0.05,0.4,0.93333334,-0.005,0.0,0.0
minecraft:badlands,-1.0,-0.73,-1.0,-0.1,-0.2,1.0,0.4,0.5650000000000001,0.4,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/frostbough_forest,0.55,1.0,-0.1,0.5650000000000001,-0.2,0.03,0.4,0.5650000000000001,0.4,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/snowy_shrubland,-0.73,0.2,-0.35,-0.1,-0.2,0.03,0.4,0.5650000000000001,0.4,0.93333334,-0.005,0.0,0.0
minecraft:snowy_taiga,0.2,0.55,-0.1,0.3,-0.2,0.03,0.4,0.5650000000000001,0.4,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/destroyed_marsh,-0.15,0.55,-1.0,1.0,-0.2,0.03,0.5650000000000001,1.0,0.4,0.7666667,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,-0.2,-0.1,0.1,-0.11,0.03,-1.0,-0.78,0.4,0.56666666,-0.005,0.0,0.0
minecraft:grove,-0.45,0.2,0.1,1.0,-0.11,0.03,-1.0,-0.78,0.4,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.73,0.55,-0.1,1.0,-0.11,0.03,-1.0,-0.78,0.4,0.56666666,-0.005,0.0,0.0
minecraft:snowy_slopes,-1.0,0.2,-0.585,-0.1,-0.11,0.03,-1.0,-0.78,0.4,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.45,1.0,0.3,1.0,-0.11,0.03,-1.0,-0.78,0.4,0.56666666,-0.005,0.0,0.0
the_winter_rescue:nature/scree_pine_grove,-0.155,1.0,-0.1,1.0,-0.11,0.03,-1.0,-0.78,0.4,0.56666666,-0.005,0.0,0.0
minecraft:frozen_peaks,-1.0,0.272,-0.35,0.3,0.03,1.0,-1.0,-0.78,0.4,0.93333334,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.73,0.55,-1.0,0.1,0.03,1.0,-1.0,-0.78,0.4,0.93333334,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.45,1.0,-1.0,-0.35,0.03,1.0,-1.0,-0.78,0.4,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.45,0.845,-0.35,0.1,0.03,1.0,-1.0,-0.78,0.4,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.45,1.0,0.1,0.3,0.03,0.3,-1.0,-0.78,0.4,0.93333334,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.45,1.0,0.3,1.0,0.03,1.0,-1.0,-0.78,0.4,0.93333334,-0.005,0.0,0.0
minecraft:frozen_peaks,-0.155,1.0,-0.35,-0.1,0.03,1.0,-1.0,-0.78,0.4,0.93333334,-0.005,0.0,0.0
the_winter_rescue:nature/slabback_massif,-0.155,1.0,-0.1,0.3,0.03,0.3,-1.0,-0.78,0.4,0.93333334,-0.005,0.0,0.0
